"tz_id","druh_mista","mestska_cast","adresa","mista","zabor","lode","prodejni_doba","doba_provozu","druh_zbozi","vice_zaznamu","ulice","cislo_domu","cislo_parcely","ku","cislo_ku","tags"
93300,"TRHY","Praha 2","Palackého nám.- pøed sochou F. Palackého","14","96",0,"","pøíleitostnì23.11.-24.12.","vánoèní trhyobèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.",0,"Palackého námìstí","","","","","Vánoèní trhy;Obèerstvení;Alkohol"
93400,"TRHY","Praha 2","Palackého nám., podél dìlící zdi se Zítkovımi sady","15","126",0,"8.00-18.00","pøíleitostnì1.3.-30.11.","farmáøské trhyprodukty lidovıch øemesel z proutí, šustí, døeva, keramiky, obèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch  kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.",0,"Palackého námìstí","","","","","Farmáøské trhy;Obèerstvení;Alkohol"
93500,"TRHY","Praha 2","Rašínovo nábøeí – náplavka, plovoucí zaøízení umístìné na Vıtoni v úseku vymezeném ulicemi Libušina a Na hrobci","8","60",0,"so8.00-20.00","celoroènì","bleší trhy, obèerstvení, rukodìlné vırobky",0,"Libušina;Na hrobci;Na vıtoni;Rašínovo nábøeí","","","","","Obèerstvení"
93600,"TRHY","Praha 2","Rašínovo nábøeí – náplavka, plovoucí zaøízení umístìné na Vıtoni v úseku vymezeném ulicemi Na hrobci a Plavecká","10","100",0,"st, so8.00 - 20.00","celoroènì","farmáøské trhyvelikonoèní trhy, rukodìlné  vırobky, trhy k vıznamnım událostem",0,"Plavecká;Na hrobci;Na vıtoni;Rašínovo nábøeí","","","","","Farmáøské trhy;Velikonoèní trhy"
93700,"TRHY","Praha 2","Tylovo nám., prùchozí cesty parku mimo zatravnìné plochy, parc. è. 4174/3, k.ú. Vinohrady","14","633",0,"po-ne8.00-21.00","celoroènì","farmáøské trhybleší trhydušièkové trhyvánoèní trhyvelikonoèní trhy trhy vztahující se k urèitému nebo vıznamnému dni, èi svátku v rocegastronomické trhytrhy národních kultur vztahujících se k urèité územní lokalitìvırobky z proutí, døeva, šustí, kvìtiny, ukázky dobovıch øemesel, potraviny ivoèišného pùvoduobèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.",0,"","","4174/3","Vinohrady","727164","Farmáøské trhy;Vánoèní trhy;Velikonoèní trhy;Dušièkové trhy;Obèerstvení;Alkohol;Kvìtiny"
93800,"TRHY","Praha 2","V pevnosti po ulici K Rotundì","11","35",0,"10.00-17.00","kvìten","vırobky chránìnıch dílen – keramika, textil, košíkáøské zboí",0,"","","","","","Textil"
93900,"TRHY","Praha 2","Zítkovy sady, parc. è. 2439, k.ú. Vinohrady – Vánoce na ledì","5","600",0,"","pøíleitostnì5.12. - 4.1.","obèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb., balené potraviny, mobilní telefony, vánoèní a dárkové pøedmìty,  pùjèovna bruslí",0,"Zítkovy sady","","2439","Vinohrady","727164","Vánoèní trhy;Pùjèovna;Obèerstvení;Alkohol"
94000,"TRHY","Praha 3","nám. Jiøího z Podìbrad","32","300",0,"","celoroènìmimo období pro vánoèní trhypøíleitostnì25.11. – 29.12.","farmáøské trhyprodukty lidovıch umìleckıch øemesel z proutí, šustí, døeva, keramiky,obèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.vánoèní trhy",0,"námìstí Jiøího z Podìbrad","","","","","Farmáøské trhy;Vánoèní trhy;Obèerstvení;Alkohol"
94100,"TRHY","Praha 3","Prokopovo námìstí","20","546",0,"","celoroènìmimo období pro vánoèní trhypøíleitostnì25.11. – 29.12.","bleší trhyvánoèní trhy",0,"Prokopovo námìstí","","","","","Vánoèní trhy"
94200,"TRHY","Praha 3","Konìvova, chodník od è.p. 2597 do è.p. 2496","15","305",0,"","celoroènìmimo období pro vánoèní trhypøíleitostnì25.11. – 29.12.","farmáøské trhyprodukty lidovıch umìleckıch øemesel z proutí, šustí, døeva, keramiky,obèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.vánoèní trhy",0,"Konìvova","2597","","","","Farmáøské trhy;Vánoèní trhy;Obèerstvení;Alkohol"
94300,"TRHY","Praha 3","Seifertova, park pøed stadionem FK Viktoria ikov","20","100",0,"","celoroènìmimo období pro vánoèní trhypøíleitostnì25.11. – 29.12.","farmáøské trhyprodukty lidovıch umìleckıch øemesel z proutí, šustí, døeva, keramiky,obèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.vánoèní trhy",0,"Seifertova","","","","","Farmáøské trhy;Vánoèní trhy;Obèerstvení;Alkohol"
94400,"TRHY","Praha 4","Budìjovická, parc.è. 1254/66, støecha NS, k.ú. Krè","","400",0,"8.00-20.00","pøíleitostnì","farmáøské trhy",0,"Budìjovická","","1254/66","Krè","727598","Farmáøské trhy"
94500,"TRHY","Praha 4","Pacovská u høbitova, parc. è. 3180/1 a 3182/1,k. ú. Krè","3","10",0,"","pøíleitostnì1.3. - 30.4.20. 11. -31. 12.","velikonoèní trhyvánoèní trhy",0,"Pacovská","","3180/1","","","Vánoèní trhy;Velikonoèní trhy"
94600,"TRHY","Praha 4","Pankrác, parc .è. 2838/29, 2838/30, 2838/15, 1903/1,k. ú. Nusle","60","600",0,"st8.00-18.00","pøíleitostnì1.3. - 30.11.24. 11. -24. 12.","farmáøské trhyvelikonoèní trhydušièkové trhyvánoèní trhytrhy se sortimentem vırobky umìleckıch øemesel (v èásti plochy)obèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.,  tisk",0,"","","2838/29,2838/30,2838/15,1903/1","","","Farmáøské trhy;Vánoèní trhy;Velikonoèní trhy;Dušièkové trhy;Obèerstvení;Alkohol"
94700,"TRHY","Praha 4","Roztylské nám., parc. è. 5843/1, k.ú. Zábìhlice","30","200",0,"so8.00-18.00","pøíleitostnì1.3. - 30.11.24. 11. -24. 12.","farmáøské trhyvelikonoèní trhydušièkové  trhyvánoèní trhytrhy se sortimentem vırobky umìleckıch øemesel, tisk                 (v èásti  plochy)obèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.",0,"Roztylské námìstí","","5843/1","Zábìhlice","732117","Farmáøské trhy;Vánoèní trhy;Velikonoèní trhy;Dušièkové trhy;Obèerstvení;Alkohol"
94800,"TRHY","Praha 5","Andìl, pìší zóna, pøed vıstupem z metra trasy „B“ – smìr Andìl, ulice Nádraní","45","900",0,"8.00-20.00zpravidla kadı sudı pátek","pøíleitostnì6.5. - 21.10. 21 dní pøed Velikonoce-mi24.11. a 24.12.pøíleitostnì","farmáøské trhyprodukty lidovıch umìleckıch øemesel z proutí, šustí, døeva, keramiky,  obèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.,    (v èásti plochy), velikonoèní trhyvánoèní trhy tematické trhy se sortimentem odpovídajícím zamìøenív rámci velikonoèních, vánoèních a tematickıch trhù dále: produkty lidovıch umìleckıch øemesel z proutí, šustí, døeva, skla, eleza, kovù a keramiky,  nádobí, kuchyòské dekorace, pøíbory, ubrusy, šátky, taškykvìtiny a sortiment, kterı se ke kvìtinám váebio-potraviny, ekologické zemìdìlské vıpìstky, produkty ivoèišného pùvodu, èerstvé ryby a moøské plody na ledu, uzenáøské a masné vırobky, ovoce a zelenina, peèivo, sıry, medové produkty, koøení, bylinky, mléèné vırobky, toèená a balená zmrzlinaobèerstvení (stravovací sluby), ovocné i rozlévané nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb. (v èásti plochy)",0,"Nádraní","","","","","Ovoce, Zelenina;Farmáøské trhy;Vánoèní trhy;Velikonoèní trhy;Rybí trhy;Zmrzlina;Obèerstvení;Alkohol;Kvìtiny"
94900,"TRHY","Praha 5","Hluboèepy u è.p. 18, areál kolem Hluboèepského zámeèku, zejména na parc. è. 505/2, 507, 1606/8 a 1606/18, k.ú. Hluboèepy","45","4000",0,"8.00 – 20.00","pøíleitostnì4.5.-31.10.","farmáøské trhyprodukty lidovıch øemesel z proutí, šustí, døeva, keramiky, obèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch  kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.",0,"","18","505/2,507,1606/8","Hluboèepy","728837","Farmáøské trhy;Obèerstvení;Alkohol"
95000,"TRHY","Praha 5","námìstí 14. øíjna, u parku u ulice Preslova, na parcelách èíslo 3/ 4, 19/ 2, 4974/ 2 s moností vyuití plochy parkovištì v jiním cípu parcely è. 4974/ 1, k.ú. Smíchov","45","1800",0,"8.00 – 20.00","pøíleitostnì1.4.-31.10.pøíleitostnì","farmáøské trhyprodukty lidovıch øemesel z proutí, šustí, døeva, keramiky, obèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch  kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.   tematické trhy se sortimentem odpovídajícím zamìøeníprodukty lidovıch umìleckıch øemesel z proutí, šustí, døeva, skla, eleza, kovù a keramiky,  nádobí, kuchyòské dekorace, pøíbory, ubrusy, šátky, taškykvìtiny a sortiment, kterı se ke kvìtinám váebio-potraviny, ekologické zemìdìlské vıpìstky, produkty ivoèišného pùvodu, èerstvé ryby a moøské plody na ledu, uzenáøské a masné vırobky, ovoce a zelenina, peèivo, sıry, medové produkty, koøení, bylinky, mléèné vırobky, toèená a balená zmrzlinaobèerstvení (stravovací sluby), ovocné i rozlévané nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb. (v èásti plochy)",0,"U parku;Preslova;Na parcelách;námìstí 14. øíjna","14","4974/1","Smíchov","729051","Ovoce, Zelenina;Farmáøské trhy;Rybí trhy;Zmrzlina;Obèerstvení;Alkohol;Kvìtiny"
95100,"TRHY","Praha 5","Náplavka u Hoøejšího nábøeí  na parc. è. 5052, úsek mezi ulicemi Pivovarská a Vltavská  k.ú. Smíchov","60","600",0,"8.00-20.00","pøíleitostnì1.4.-31.10.pøíleitostnì","farmáøské trhyprodukty lidovıch umìleckıch øemesel z proutí, šustí, døeva, keramiky, obèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.  tematické trhy se sortimentem odpovídajícím zamìøení:produkty lidovıch umìleckıch øemesel z proutí, šustí, døeva, skla, eleza, kovù a keramiky,  nádobí, kuchyòské dekorace, pøíbory, ubrusy, šátky, taškykvìtiny a sortiment, kterı se ke kvìtinám váebio-potraviny, ekologické zemìdìlské vıpìstky, produkty ivoèišného pùvodu, èerstvé ryby a moøské plody na ledu, uzenáøské a masné vırobky, ovoce a zelenina, peèivo, sıry, medové produkty, koøení, bylinky, mléèné vırobky, toèená a balená zmrzlinaobèerstvení (stravovací sluby), ovocné i rozlévané nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb. (v èásti plochy)",0,"Vltavská;Hoøejšího;Pivovarská","","5052","Smíchov","729051","Ovoce, Zelenina;Farmáøské trhy;Rybí trhy;Zmrzlina;Obèerstvení;Alkohol;Kvìtiny"
95200,"TRHY","Praha 5","Radlická u è. 117/520, na parc. è. 1231/2 a 1236/3, k.ú. Jinonice,  u OC Galerie Butovice","20","400",0,"po-pá10.00-18.00","pøíleitostnì1.4.-31.10.21 dní pøed velikonoce-mi24.11.-24.12.","farmáøské trhyprodukty lidovıch umìleckıch øemesel z proutí, šustí, døeva, keramikyobèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.  velikonoèní trhyvánoèní trhyv rámci velikonoèních a vánoèních trhù dále:produkty lidovıch umìleckıch øemesel z proutí, šustí, døeva, skla, eleza, kovù a keramiky,  nádobí, kuchyòské dekorace, pøíbory, ubrusy, šátky, taškykvìtiny a sortiment, kterı se ke kvìtinám váebio-potraviny, ekologické zemìdìlské vıpìstky, produkty ivoèišného pùvodu, èerstvé ryby a moøské plody na ledu, uzenáøské a masné vırobky, ovoce a zelenina, peèivo, sıry, medové produkty, koøení, bylinky, mléèné vırobky, toèená a balená zmrzlinaobèerstvení (stravovací sluby), ovocné i rozlévané nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb. (v èásti plochy)",0,"Radlická","117/520","1231/2","Jinonice","728730","Ovoce, Zelenina;Farmáøské trhy;Vánoèní trhy;Velikonoèní trhy;Rybí trhy;Zmrzlina;Obèerstvení;Alkohol;Kvìtiny"
95300,"TRHY","Praha 5","Trnkovo nám., sídlištì Barrandov","45","900",0,"8.00 – 20.00","pøíleitostnì1.4.-31.10.pøíleitostnì","farmáøské trhyprodukty lidovıch umìleckıch øemesel z proutí, šustí, døeva, keramiky,obèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.  tematické trhy se sortimentem odpovídajícím zamìøení:produkty lidovıch umìleckıch øemesel z proutí, šustí, døeva, skla, eleza, kovù a keramiky,  nádobí, kuchyòské dekorace, pøíbory, ubrusy, šátky, taškykvìtiny a sortiment, kterı se ke kvìtinám váebio-potraviny, ekologické zemìdìlské vıpìstky, produkty ivoèišného pùvodu, èerstvé ryby a moøské plody na ledu, uzenáøské a masné vırobky, ovoce a zelenina, peèivo, sıry, medové produkty, koøení, bylinky, mléèné vırobky, toèená a balená zmrzlinaobèerstvení (stravovací sluby), ovocné i rozlévané nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb. (v èásti plochy)",0,"Trnkovo námìstí","","","","","Ovoce, Zelenina;Farmáøské trhy;Rybí trhy;Zmrzlina;Obèerstvení;Alkohol;Kvìtiny"
95400,"TRHY","Praha 5","Tilleho nám., sídlištì Barrandov","30","300",0,"8.00 – 20.00","pøíleitostnì21 dní pøed Velikonoce-mi24.11.-24.12.","velikonoèní trhyvánoèní trhyv rámci velikonoèních a vánoèních trhù dále:produkty lidovıch umìleckıch øemesel z proutí, šustí, døeva, skla, eleza, kovù a keramiky,  nádobí, kuchyòské dekorace, pøíbory, ubrusy, šátky, taškykvìtiny a sortiment, kterı se ke kvìtinám váebio-potraviny, ekologické zemìdìlské vıpìstky, produkty ivoèišného pùvodu, èerstvé ryby a moøské plody na ledu, uzenáøské a masné vırobky, ovoce a zelenina, peèivo, sıry, medové produkty, koøení, bylinky, mléèné vırobky, toèená a balená zmrzlinaobèerstvení (stravovací sluby), ovocné i rozlévané nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb. (v èásti plochy)",0,"Tilleho námìstí","","","","","Ovoce, Zelenina;Farmáøské trhy;Vánoèní trhy;Velikonoèní trhy;Rybí trhy;Zmrzlina;Obèerstvení;Alkohol;Kvìtiny"
95500,"TRHY","Praha 6","Dejvická od kruhového objezdu na Vítìzném námìstí a po køiovatku s ulicí Na hutích","50","900",0,"","celoroènì","farmáøské trhyobèerstvení (stravovací sluby)",0,"Dejvická;Na hutích","","","","","Farmáøské trhy;Obèerstvení"
95600,"TRHY","Praha 6","Evropská, pøed SM BILLA","5","20",0,"","pøíleitostnì1.12.- 31.12.","vánoèní trhy",0,"Evropská","","","","","Vánoèní trhy"
95700,"TRHY","Praha 6","K Brusce u è. 5/208,parc. è. 766/5, 766/4 a 652/1, k. ú. Hradèany","15","40",0,"po-ne7.00- 22.00","pøíleitostnì","farmáøské trhy",0,"K Brusce","5/208","766/5","","","Farmáøské trhy"
95800,"TRHY","Praha 6","Markétská pøed Bøevnovskım klášterem","100","3000",0,"","pøíleitostnì","farmáøské trhy",0,"Markétská","","","","","Farmáøské trhy"
95900,"TRHY","Praha 6","Míèova  x Na Vìtrníku, roh ulic, parc.è. 3610/5, k.ú. Bøevnov","50","850",0,"èt","pøíleitostnì1.3.-31.12.","farmáøské trhy",0,"Míèova;Na Vìtrníku","","3610/5","Bøevnov","729582","Farmáøské trhy"
96000,"TRHY","Praha 6","námìstí Kafkova - Wuchterlova, ul. pøed budovou Církve èeskoslovenské husitské","30","500",0,"po – ne10.00-22.00","pøíleitostnì28.11.-3.1.14 dnù pøed Velikonoce-mi a 6 dnù po Velikono- cích","vánoèní trhyvelikonoèní trhy",0,"Kafkova;Wuchterlova","","","","","Vánoèní trhy;Velikonoèní trhy"
96100,"TRHY","Praha 6","Na Petøinách,pøed SM BILLA","3","15",0,"","pøíleitostnì28. 10. -31. 12.","dušièkové trhyvánoèní trhy",0,"Na Petøinách","","","","","Vánoèní trhy;Dušièkové trhy"
96200,"TRHY","Praha 6","parkovištì pøed hlavním vchodem do koupalištì Dbán","50","1000",0,"po – ne7.00-22.00","pøíleitostnì","farmáøské trhyprodukty lidovıch umìleckıch øemesel z proutí, šustí, døeva a keramiky, obèerstvení (stravovací sluby),  nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.",0,"Hlavní","","","","","Farmáøské trhy;Obèerstvení;Alkohol"
96300,"TRHY","Praha 6","prostor mezi eleznicí a ul. Dejvická a Václavkova a ul. Pod kaštany a nádraím Praha  Dejvice,  parc. è. 4000, 4292/5, 4292/16, 4292/29,  k.ú. Dejvice","25","1600",0,"","","vánoèní trhyvelikonoèní trhyfarmáøské trhy",0,"Dejvická;Václavkova;Pod kaštany","","4000,4292/5,4292/16,4292/29","Dejvice","729272","Farmáøské trhy;Vánoèní trhy;Velikonoèní trhy"
96400,"TRHY","Praha 6","prostor za KC Kaštan, parc. è.  26, 31/2, 147/1, k.ú. Bøevnov","20","1200",0,"","","vánoèní trhyvelikonoèní trhyfarmáøské trhy",0,"","","26,31/2,147/1","Bøevnov","729582","Farmáøské trhy;Vánoèní trhy;Velikonoèní trhy"
96500,"TRHY","Praha 6","Technická mezi ulicemi Šolínova a Studentská,  parc. è. 4289, k.ú. Dejvice","100","1000",0,"so8.00-18.00","celoroènì","vánoèní trhyvelikonoèní trhyfarmáøské trhy",0,"Šolínova;Technická;Studentská","","4289","Dejvice","729272","Farmáøské trhy;Vánoèní trhy;Velikonoèní trhy"
96600,"TRHY","Praha 6","Vítìzné nám. – prostor je vymezen kruhovım objezdem na Vítìzném nám. a komunikacemi Evropská, Šolínova a Jugoslávskıch partyzánù","100","1000",0,"so8.00-14.00","pøíleitostnì","farmáøské trhyobèerstvení (stravovací sluby),nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.,   trhy se sortimentem keramika, sklo, košíkáøské zboí, proutìné zboí, tašky, šátky, košíky se zeleninou a ovocem, velikonoèní, vánoèní a ostatní dekorace (charitativní stánky)- v èásti plochy",0,"Evropská;Šolínova;Vítìzné námìstí;Jugoslávskıch partyzánù","","","","","Ovoce, Zelenina;Farmáøské trhy;Vánoèní trhy;Velikonoèní trhy;Obèerstvení;Alkohol"
96700,"TRHY","Praha 6","Vlastina u è. 34/888, pøed poštou","3","15",0,"","pøíleitostnì1.12.- 31.12.","vánoèní trhy",0,"Vlastina","34/888","","","","Vánoèní trhy"
96800,"TRHY","Praha 7","Kostelní u è. 44/1300 muzejní dvùr,             parc. è. 2120/1, k.ú. Holešovice,  Národní zemìdìlské muzeum","20","200",0,"","pøíleitostnì","farmáøské trhyprodukty lidovıch umìleckıch øemesel z proutí, šustí, døeva obèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.",0,"Muzejní;Kostelní","44/1300","2120/1","Holešovice","730122","Farmáøské trhy;Obèerstvení;Alkohol"
96900,"TRHY","Praha 7","Letenská pláò - písková plocha na Letné u parkovištì vedle budovy MVÈR, vıchodní kvadrant","40","500",0,"so8.00-20.00","celoroènì","maso, uzenáøské vırobky, chlazené ryby, ovoce, zelenina, sıry, mléèné vırobky, pekaøské           a cukráøské vırobky, med, kvìtiny a doplòkovı sortiment, kterı se ke kvìtinám váe, vejce, pivo, víno, káva  velikonoèní trhyvánoèní trhyfarmáøské trhy, produkty lidovıch umìleckıch øemesel z proutí, šustí, døevaobèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.",0,"Písková;Letenská;Vıchodní","","","","","Ovoce, Zelenina;Farmáøské trhy;Vánoèní trhy;Velikonoèní trhy;Rybí trhy;Obèerstvení;Alkohol;Kvìtiny"
97000,"TRHY","Praha 7","Ortenovo nám., centrální èást,  pìší zóna v parku, vıchodní cíp","20","300",0,"so-ne8.00-20.00","celoroènì","velikonoèní trhyvánoèní trhyfarmáøské trhy, produkty lidovıch umìleckıch øemesel z proutí, šustí, døevaobèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.",0,"Vıchodní;Ortenovo námìstí","","","","","Farmáøské trhy;Vánoèní trhy;Velikonoèní trhy;Obèerstvení;Alkohol"
97100,"TRHY","Praha 7","Øezáèovo námìstí","20","300",0,"so-ne8.00-18.00","celoroènì","maso, uzenáøské vırobky, chlazené ryby, ovoce, zelenina, sıry, mléèné vırobky, pekaøské           a cukráøské vırobky, med, kvìtiny a doplòkovı sortiment, kterı se ke kvìtinám váe, vejce, pivo, víno, káva  bleší trhyvelikonoèní trhyvánoèní trhyfarmáøské trhy, produkty lidovıch umìleckıch øemesel z proutí, šustí, døevaobèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.",0,"Øezáèovo námìstí","","","","","Ovoce, Zelenina;Farmáøské trhy;Vánoèní trhy;Velikonoèní trhy;Rybí trhy;Obèerstvení;Alkohol;Kvìtiny"
97200,"TRHY","Praha 7","Strossmayerovo nám.","10","50",0,"","pøíleitostnì1 mìsíc pøed Velikonoce-mi1 mìsíc pøed Vánocemi","velikonoèní trhyvánoèní trhyobèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch  kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.",0,"Strossmayerovo námìstí","","","","","Vánoèní trhy;Velikonoèní trhy;Obèerstvení;Alkohol"
97300,"TRHY","Praha 7","Veletrní u è.  20/1502","20","800",0,"","celoroènìpo-ne7.30 -19.00pøíleitostnì","farmáøské trhyprodukty lidovıch umìleckıch øemesel z proutí, šustí, døeva a keramikyvánoèní trhy",0,"Veletrní","20/1502","","","","Farmáøské trhy;Vánoèní trhy"
97400,"TRHY","Praha 7","Vltavská, st. metra C, prostranství naproti vstupu do metra pøes tramvajovou tra, parc. è. 1240/8, k.ú. Holešovice","20","350",0,"po-so8.00-18.00","celoroènì","maso, uzenáøské vırobky, chlazené ryby, ovoce, zelenina, sıry, mléèné vırobky, pekaøské           a cukráøské vırobky, med, kvìtiny a doplòkovı sortiment, kterı se ke kvìtinám váe, vejce, pivo, víno, káva  velikonoèní trhyvánoèní trhyfarmáøské trhy, produkty lidovıch umìleckıch øemesel z proutí, šustí, døevaobèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.",0,"Vltavská","","1240/8","Holešovice","730122","Ovoce, Zelenina;Farmáøské trhy;Vánoèní trhy;Velikonoèní trhy;Rybí trhy;Obèerstvení;Alkohol;Kvìtiny"
97500,"TRHY","Praha 8","Bohnická, parc. è. 850/1, k. ú. Bohnice","","2000",0,"","celoroènì","farmáøské trhy",0,"Bohnická","","850/1","","","Farmáøské trhy"
97600,"TRHY","Praha 8","Kollárova, na chodníku podél parku na Karlínském nám., Peckova v úseku Køiíkova – Karlínské nám. smìr Pernerova, na chodníku podél parku na Karlínském nám., ul. Karlínské nám. za kostelem sv. Cyrila a Metodìje,parc. è.  822,   k. ú. Karlín","","1500",0,"","celoroènì","farmáøské trhy",0,"Peckova;Kollárova;Køiíkova;Pernerova;Karlínské námìstí","","822","","","Farmáøské trhy"
97700,"TRHY","Praha 8","Klapkova u è. 28/1035, k.ú. Kobylisy","18","1438",0,"8.00-18.00","celoroènì","farmáøské trhy",0,"Klapkova","28/1035","","Kobylisy","730475","Farmáøské trhy"
97800,"TRHY","Praha 8","Ládví, Burešova,  parc. è. 2364/1,         k. ú. Kobylisy","31186   20150","31186   20150",0,"8.00-19.00","celoroènìpøíleitostnì1.12.- 23.12.","farmáøské trhyprodukty lidovıch umìleckıch øemesel z proutí, šustí, døeva, keramiky vánoèní trhy obèerstvení (stravovací sluby), nápoje vèetnì alkoholickıch kromì lihovin ve smyslu   § 132 písm. f) zákona è. 353/2003 Sb., o spotøebních daních, ve znìní zákona è. 217/2005 Sb.",1,"Burešova","","2364/1","","","Farmáøské trhy;Vánoèní trhy;Obèerstvení;Alkohol"
97900,"TRHY","Praha 8","Lodská, prostranství        na zpevnìné ploše pøed KD Krakov, èást                  parc. è. 1307/1, k. ú. Troja","","3900",0,"","celoroènì","farmáøské trhy",0,"Lodská","","1307/1","","","Farmáøské trhy"
